id,decision,decision__agree_n,confidence,confidence__agree_n,exclusion_criterion,exclusion_criterion__agree_n,n_models,unanimous,decision__qwen2.5-14b,decision__llama3.1-8b,decision__ministral-3-14b,exclusion_criterion__qwen2.5-14b,exclusion_criterion__llama3.1-8b,exclusion_criterion__ministral-3-14b,confidence__qwen2.5-14b,confidence__llama3.1-8b,confidence__ministral-3-14b
8NDJCVLJ,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
8PLE3L8Z,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
8QDEPGCS,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
8QSQ66SA,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
8RGS8JGT,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
8RZILKWQ,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,80,100,100
8S7KYCVS,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
8TEPDNDH,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,95,100,95
8UMRZK8A,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
8V5PMB9C,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
8Z8TUABA,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
9235KUH7,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
927AJNXE,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
92TNXRMU,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
94L5WK8E,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
97IWVD3L,Exclude,2,87,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,85,80,95
988HMSVR,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
98CAPWTD,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
98H3VQ95,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,95,100,95
9AXEZCJQ,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
9B77YY88,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
9BQPDEGH,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
9EF43QF9,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
9GA3C7CH,Exclude,2,90,3,,0,3,False,Include,Exclude,Exclude,,E2,E5,95,80,95
9HRC7YX6,Include,2,87,3,,0,3,False,Include,Include,Exclude,,,E5,80,80,100
9HVH64R8,Include,3,92,3,,0,3,True,Include,Include,Include,,,,100,80,95
9HY282ZP,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,,E2,E2,100,100,100
9KEMGNLJ,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
9LUHWTFW,Exclude,3,70,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,30,80,100
9NKIZJ2W,Exclude,2,90,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,95,80,95
9NRUGEZA,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,90,100,100
9UARHU5R,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
9UH4Y4QE,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
9V7NMWKG,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
9VAE4HII,Exclude,2,68,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,30,80,95
9VWM687T,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
9W6EAN57,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
9X7ACWGD,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,98,80,100
9XKXTI6A,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
9YTN3PS4,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
A2MXP484,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
A2UHW9VT,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
A3DCY5W7,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
A46N2BN4,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
A4KXNUSC,Exclude,2,97,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,100,95
A5BTKNUB,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
A5GBBYMR,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
A5GF2M3F,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
A5WS6I5N,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,90,100,100
A7E8H8C3,Exclude,3,83,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,50,100,100
A99SMRDF,Exclude,3,98,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,95
A9MG9ZMR,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
AANPKJRI,Exclude,3,77,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,30,100,100
ACF4DZLW,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
AEC4Z6UA,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
AF2DIAC4,Include,3,99,3,,0,3,True,Include,Include,Include,,,,98,100,98
AFVNVIRN,Exclude,3,68,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,30,80,95
AHUQHV3E,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
AI7KLQEL,Include,2,83,3,,0,3,False,Include,Exclude,Include,,E2,,80,80,90
AIEZHJKC,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
AILRFYW9,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E2,E5,E2,100,100,100
AJADN2BP,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
ALAYL6UE,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
ALD8HPG5,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
ALL2G5GG,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
AMS9N2SN,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
AMWNCAEJ,Exclude,3,99,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,98,100,100
AMYK3236,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
AN73XBRL,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
APLJ26U9,Exclude,2,88,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,95,80,90
APM74VA4,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
ARJRP3TR,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
ARZUJU6N,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
AS6988KE,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
ATCDYK2P,Include,2,97,3,,0,3,False,Include,Exclude,Include,,E2,,95,100,95
AURB5MQE,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
AVBTI6IM,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
AXZ8VX5T,Exclude,2,88,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,70,100,95
AYFZ84Y7,Exclude,3,93,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,80,100
AYXBV9R7,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
AZN682H4,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
AZVPAXXE,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,90,100,100
B254RASP,Include,2,95,3,,0,3,False,Include,Exclude,Include,,E2,,90,100,95
B27CFN9K,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
B2F4Q6CW,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
B5TS35T4,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
B6TGH28E,Exclude,3,90,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,80,100
B725QZBR,Exclude,3,99,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,98,100,100
B76MQS2S,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
B7JNGWVU,Exclude,2,90,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,95,80,95
B7U3GLHS,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
B7U9ZPTQ,Exclude,3,98,3,E2,2,3,True,Exclude,Exclude,Exclude,E2,E2,E5,95,100,100
B7XSE8XF,Exclude,3,92,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,95,80,100
B7XXVWIZ,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
BB2LSZX3,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
BBGDA3NY,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
BCSQ5G5B,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
BDFJI5V8,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
BDZTXST7,Exclude,2,100,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,100,100
BE5PD4YB,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
BEGC93YT,Exclude,3,68,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,10,100,95
BGL5AVZB,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
BH89FTP8,Exclude,3,98,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,95,100,100
BHJVPDKD,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
BJKGRYN2,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
BLGAX3E4,Exclude,3,85,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,85,80,90
BLMEAAD6,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
BMJMWPZD,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
BNDNQTDR,Exclude,2,100,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,100,100
BP7M56JK,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
BPWWXM3S,Exclude,3,90,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,80,100
BQCCZGAX,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
BR3NELBN,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
BRYFV84E,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
BSPGBPQT,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
BTDRKXIX,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
BU33GR2T,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
BW4QESYI,Exclude,3,77,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,30,100,100
BWJ6A4RI,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
BWREZ4WI,Include,3,88,3,,0,3,True,Include,Include,Include,,,,85,80,98
BWWTKE45,Include,2,88,3,,0,3,False,Include,Exclude,Include,,E2,,90,80,95
BXYIDVUB,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
BZK4DUN3,Include,2,92,3,,0,3,False,Include,Exclude,Include,,E2,,100,80,95
BZQK7ZW5,Exclude,3,90,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,80,100
C26I8KGU,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
C2LBSW33,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
C3VTI85G,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
C4WR8EDM,Exclude,2,83,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,85,80,85
C5VFGT72,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
C5Y3ZL4P,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
C645WB3H,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,100,100,100
C682CYV4,Exclude,2,87,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,75,90,95
C6GVPKC5,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
C774P4E5,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,95
C89WCQU2,Exclude,2,90,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,80,95
C8ZQU83G,Include,2,88,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,100
C9P5FK3L,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
C9YXCK7I,Exclude,2,92,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,80,100
CAP5UCY7,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
CBAY7JPB,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
CBNBL63Q,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,95
CCWXVTGK,Include,2,87,3,,0,3,False,Include,Exclude,Include,,E2,,85,80,95
CDREVBF4,Exclude,3,97,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,90,100,100
CEJQW4KS,Include,3,92,3,,0,3,True,Include,Include,Include,,,,95,80,100
CFCV595B,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
CFFYJTWX,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
CIL9FCMI,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
CIUBEIXD,Include,2,93,3,,0,3,False,Include,Exclude,Include,,E2,,85,100,95
CJ9XKK6D,Exclude,3,98,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,95,100,100
CJEWF5PX,Exclude,3,92,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,80,95
CJH7EPQA,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
CJLUS6QH,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
CL74N3ZG,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
CLQ5MBD4,Exclude,2,98,3,,0,3,False,Exclude,Exclude,Include,E5,E2,,100,100,95
CM34JBM9,Exclude,3,93,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,90
CM4RCI8A,Exclude,2,88,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,70,100,95
CNRSWGUL,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
CNUSJ998,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
CQL55MAR,Exclude,2,92,3,,0,3,False,Include,Exclude,Exclude,,E2,E5,100,80,95
CST8ZG2E,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
CSXPJIZ4,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
CTQW45WN,Exclude,2,90,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,95,80,95
CUL2V4T8,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
CV3IP956,Include,2,92,3,,0,3,False,Include,Include,Exclude,,,E2,100,80,95
CV74KDA4,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
CVI7GDYP,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
CVRDIMI9,Include,2,97,3,,0,3,False,Include,Exclude,Include,,E2,,95,100,95
CVXGVZUI,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
CX65S8FU,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
CXE3GWEL,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
CXE3SFJA,Include,3,88,3,,0,3,True,Include,Include,Include,,,,85,80,98
CXIZ2J6F,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
CXRSEU6N,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
CYIIGCTQ,Exclude,2,95,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,85,100,100
CZLUD6TH,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
CZQ5XQR6,Include,3,98,3,,0,3,True,Include,Include,Include,,,,95,100,98
D23KDN49,Exclude,2,93,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,80,100
D3X2E99S,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
D5HBT46P,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
D74KJVMW,Exclude,2,90,3,E2,2,3,False,Exclude,Exclude,Include,E2,E2,,95,80,95
D9FCEMTG,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
DA4GM56Q,Exclude,3,60,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,0,80,100
DAC7SKX8,Exclude,3,92,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,100
DDELQPXZ,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
DDIBMX4W,Exclude,3,90,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,80,95
DDLX7P83,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
DDWX6BYX,Include,3,95,3,,0,3,True,Include,Include,Include,,,,95,90,100
DE7GIHKT,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
DFDZS483,Include,2,92,3,,0,3,False,Include,Exclude,Include,,E2,,100,80,95
DGQYGLNK,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
DI5G7J8Q,Exclude,2,93,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,80,100
DI9LQHSQ,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
DIY99Z3U,Exclude,3,90,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,80,90
DJ8SLUN9,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
DLJUCY3E,Exclude,3,93,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,80,100
DMRQ8L7R,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
DNJ76RXD,Exclude,3,93,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,90
DNW84WAN,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
DPJ9ZFEG,Include,3,97,3,,0,3,True,Include,Include,Include,,,,95,100,95
DQMRK7RC,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
DTX8B3RR,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
DVRRKREG,Include,3,92,3,,0,3,True,Include,Include,Include,,,,98,80,98
E3NTV2BH,Include,3,95,3,,0,3,True,Include,Include,Include,,,,95,90,100
E4KB6KD5,Include,2,97,3,,0,3,False,Include,Exclude,Include,,E2,,95,100,95
E7RBAPXM,Exclude,3,100,3,E2,2,3,True,Exclude,Exclude,Exclude,E2,E2,E5,100,100,100
E9GXAAAG,Exclude,3,97,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,95
EBNKTQUZ,Exclude,3,97,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,90,100,100
EBZG8I64,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
EC2TUTUX,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
ECDMAMDF,Exclude,3,73,3,E2,2,3,True,Exclude,Exclude,Exclude,E5,E2,E2,20,100,100
ECNJRHQL,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
EDQ6USZQ,Exclude,2,90,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,80,90
EJHWIXBV,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
EJIL3HXT,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
EJMPPEVT,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
EKNC8YUK,Exclude,2,98,3,E2,2,3,False,Exclude,Include,Exclude,E2,,E2,95,100,100
ELLSEHQ3,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
EP6L2QPG,Exclude,3,97,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,90,100,100
EPND8XRG,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
ERIDEXL9,Exclude,3,93,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,80,100
ETGXEBYM,Include,3,90,3,,0,3,True,Include,Include,Include,,,,95,80,95
ETN7WE5L,Exclude,3,97,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,90,100,100
EVRRST6T,Exclude,2,90,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,95,80,95
EWSX2FX3,Include,3,91,3,,0,3,True,Include,Include,Include,,,,95,80,98
EWXA67JA,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
EZ867NNV,Exclude,3,97,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,90,100,100
EZEV7YBG,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
EZGJTZFU,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
EZJQ4MK9,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
EZM2MP9K,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
F22YC5TG,Exclude,3,97,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,90,100,100
F32ZQXYI,Exclude,3,98,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,95,100,100
F3J5WX5R,Exclude,3,95,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,90,100,95
F3MJ38BP,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
F4JTSMSZ,Include,2,90,3,,0,3,False,Include,Exclude,Include,,E2,,95,80,95
F5L8QXC2,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
F5NKKBTR,Exclude,3,100,3,E5,3,3,True,Exclude,Exclude,Exclude,E5,E5,E5,100,100,100
F6EHSW4S,Include,3,95,3,,0,3,True,Include,Include,Include,,,,85,100,100
F7IKEK3D,Include,3,93,3,,0,3,True,Include,Include,Include,,,,85,100,95
F7IXZZYV,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
F97WQG9V,Exclude,2,98,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,100,95
F98R4UDL,Exclude,2,98,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,100,95
F9JCUCK8,Include,2,82,3,,0,3,False,Include,Exclude,Include,,E2,,70,80,95
FAUF3ZGI,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
FBJTPYFX,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
FBM6CCWT,Exclude,3,100,3,E2,3,3,True,Exclude,Exclude,Exclude,E2,E2,E2,100,100,100
FBSDXDMI,Exclude,2,98,3,E2,2,3,False,Include,Exclude,Exclude,,E2,E2,100,100,95
FD9IS8P3,Include,2,88,3,,0,3,False,Include,Exclude,Include,,E2,,90,80,95
FDJYNIS6,Exclude,3,100,3,E5,2,3,True,Exclude,Exclude,Exclude,E5,E2,E5,100,100,100
