id,decision,exclusion_criterion,confidence,reasoning
9KEMGNLJ,Exclude,E2,100,"The paper discusses an AI-supported security architecture for cloud-fog computing, which is outside the scope of manufacturing applications."
9LUHWTFW,Exclude,E2,30,"Federated learning is applied in IoT environments, which falls outside the manufacturing domain."
9NKIZJ2W,Exclude,E2,95,"The abstract clearly states the application is in healthcare, environmental science, and other fields outside manufacturing."
9NRUGEZA,Exclude,E2,90,The abstract discusses 5G network optimization for emergency services and does not relate to manufacturing.
9UARHU5R,Exclude,E5,100,The abstract clearly states this is a survey without original contribution.
9UH4Y4QE,Exclude,E2,95,"The study focuses on occupancy detection for HVAC and lighting systems in buildings, which is outside the scope of manufacturing industries."
9V7NMWKG,Exclude,E2,100,The abstract clearly discusses an IoT healthcare application.
9VAE4HII,Exclude,E2,30,The abstract mentions applications in healthcare and smart manufacturing but does not provide evidence that it discusses transferable models to manufacturing specifically.
9VWM687T,Exclude,E5,100,The abstract clearly states that the paper is a comprehensive review of ML applications in manufacturing with no mention of original research or novel contributions.
9W6EAN57,Include,,95,"The abstract discusses federated learning applied to Industry 4.0 and manufacturing contexts, fitting within the review scope."
9X7ACWGD,Exclude,E2,98,"FL application described for cybersecurity and IoT devices, not manufacturing."
9XKXTI6A,Exclude,E2,100,"The abstract clearly discusses a fraud detection system in finance, not manufacturing."
9YTN3PS4,Exclude,E2,100,The abstract clearly states the application is in privacy-sensitive domains such as healthcare and finance.
A2MXP484,Include,,95,The abstract discusses federated learning applied to high-end manufacturing equipment maintenance.
A2UHW9VT,Exclude,E5,90,The abstract clearly states that the paper is a review highlighting forensic and security issues in IoT with no specific new contribution or implementation details.
A3DCY5W7,Exclude,E5,100,The abstract clearly states that it is a review article without its own contribution.
A46N2BN4,Exclude,E2,100,"The abstract discusses IoT security and intrusion detection in a network context, which is outside manufacturing."
A4KXNUSC,Include,,95,"The abstract does not mention federated learning or applications outside manufacturing that would warrant exclusion based on criteria E2 or E5. It focuses on distributed deep learning within the context of Industry 4.0 challenges in manufacturing, which aligns with the review's scope."
A5BTKNUB,Exclude,E2,95,"The abstract clearly states the application is in IIoT malware detection for Android apps, not manufacturing."
A5GBBYMR,Exclude,E2,95,The abstract discusses cloud computing and federated learning applications outside of manufacturing.
A5GF2M3F,Exclude,E2,95,"The abstract discusses pharmaceutical technology and regulation, not manufacturing."
A5WS6I5N,Exclude,E2,90,"The abstract discusses anomaly detection in vehicular ad hoc networks for transportation, not manufacturing."
A7E8H8C3,Exclude,E2,50,The abstract discusses secure communication in Industrial Internet of Things (IIoT) but does not mention federated learning or its application in manufacturing.
A99SMRDF,Exclude,E5,100,The abstract describes a literature review on ML applications in IoT without presenting original research.
A9MG9ZMR,Exclude,E5,100,The abstract clearly states this is a review examining ethical issues in AI and the circular economy.
AANPKJRI,Exclude,E2,30,The abstract discusses federated learning applied to extended reality (XR) systems rather than manufacturing.
ACF4DZLW,Include,,95,The abstract discusses the application of Federated Learning in Industrial IoT (I-IoT) which falls within manufacturing scope.
AEC4Z6UA,Exclude,E2,95,The abstract mentions healthcare applications for AI-IoT integration.
AF2DIAC4,Include,,98,"The abstract describes a federated learning application for predictive maintenance in manufacturing, fitting the review scope."
AFVNVIRN,Exclude,E2,30,The abstract discusses an IoT architecture with federated learning but does not mention any application in manufacturing.
AHUQHV3E,Include,,95,"The abstract discusses federated learning applied in manufacturing, specifically in a hot strip mill process."
AI7KLQEL,Include,,80,The abstract does not mention federated learning or applications outside manufacturing.
AIEZHJKC,Include,,95,The abstract discusses an empirical study on federated learning applied to failure prediction in intelligent manufacturing.
AILRFYW9,Exclude,E2,100,The abstract clearly states the study is about big data analytics in healthcare.
AJADN2BP,Exclude,E2,95,"The abstract clearly discusses cybersecurity in energy systems, not manufacturing."
ALAYL6UE,Exclude,E2,95,The abstract discusses federated learning applied to smart city applications rather than manufacturing.
ALD8HPG5,Exclude,E2,95,The abstract clearly discusses an agricultural application rather than manufacturing.
ALL2G5GG,Exclude,E5,100,The abstract clearly states it is a bibliometric review without original research contribution.
AMS9N2SN,Include,,95,"The abstract discusses federated learning applied to IIoT systems in manufacturing, which falls within the scope of the review."
AMWNCAEJ,Exclude,E2,98,"The abstract clearly discusses federated learning in the context of social media platforms, not manufacturing."
AMYK3236,Exclude,E2,100,"The paper discusses 5G-based architecture for connected vehicles, which is outside the manufacturing domain."
AN73XBRL,Exclude,E5,100,The abstract describes a literature review or survey without original contribution.
APLJ26U9,Exclude,E2,95,"The paper discusses applications in healthcare monitoring and smart cities, which fall outside the scope of manufacturing."
APM74VA4,Exclude,E5,100,The abstract clearly states this is a systematic literature review without original contribution.
ARJRP3TR,Exclude,E2,100,"The abstract discusses fault detection and diagnosis in electric vehicles, which is outside the manufacturing scope of this review."
ARZUJU6N,Exclude,E2,95,"The study applies FL to street vending carts, which is outside the manufacturing domain."
AS6988KE,Exclude,E2,95,"The abstract discusses FML applications in healthcare and traffic management, which are outside manufacturing."
ATCDYK2P,Include,,95,"The abstract discusses federated learning in the context of manufacturing railcars, which falls within the scope of manufacturing."
AURB5MQE,Exclude,E5,100,The abstract clearly states this is a systematic literature review without own contribution.
AVBTI6IM,Exclude,E2,95,The abstract discusses federated learning applied to 6G networks and does not mention manufacturing.
AXZ8VX5T,Include,,70,Mentions federated learning as a future direction but does not describe it as an applied implementation outside manufacturing.
AYFZ84Y7,Exclude,E5,100,"The abstract explicitly states this is an overview article analyzing uncertainties around FL, indicating it is a literature review without original contribution."
AYXBV9R7,Exclude,E2,95,"The abstract discusses IoT security and machine learning applications for intrusion detection, which is outside the manufacturing domain."
AZN682H4,Exclude,E2,95,"The application domain is clearly stated as emerging metaverse experiences and XR sessions, not manufacturing."
AZVPAXXE,Exclude,E2,90,"The abstract discusses Federated Reinforcement Learning applied to edge-cloud systems for streaming applications, which is outside the manufacturing domain."
B254RASP,Include,,90,The abstract discusses cybersecurity in manufacturing-related IoT but does not mention federated learning or its transferability to manufacturing.
B27CFN9K,Exclude,E5,90,The abstract explicitly states it is a literature review and does not mention any original contribution.
B2F4Q6CW,Exclude,E5,100,The abstract clearly states it is a review of 20 years of research on quantum algorithms for scheduling problems.
B5TS35T4,Include,,95,The abstract discusses federated learning in an industrial context addressing privacy concerns and data fragmentation issues.
B6TGH28E,Exclude,E5,90,The abstract clearly states that the paper is a comprehensive review of AI-based IDS solutions with no original contribution beyond synthesis and taxonomy.
B725QZBR,Exclude,E2,98,"The paper focuses on federated learning for intrusion detection in cyber security, not manufacturing."
B76MQS2S,Exclude,E2,95,The abstract explicitly mentions healthcare monitoring as an application area.
B7JNGWVU,Exclude,E2,95,The abstract discusses anomaly detection in IoT systems for smart factories but does not provide evidence of a federated learning application specific to manufacturing or transferable models to manufacturing.
B7U3GLHS,Exclude,E2,100,"The abstract discusses power grid applications in Kenya, which is outside manufacturing."
B7U9ZPTQ,Exclude,E2,95,"The abstract discusses AI applications in food, fragrance, and healthcare industries, which are outside manufacturing."
B7XSE8XF,Exclude,E5,95,The abstract explicitly states it is a literature review without own contribution.
B7XXVWIZ,Exclude,E2,100,"The paper focuses on cloud computing and load balancing in a multi-cloud environment, not on federated learning applications within manufacturing."
BB2LSZX3,Exclude,E2,95,"The abstract clearly states that the research is applied in humanitarian logistics and emergency situations, not manufacturing."
BBGDA3NY,Exclude,E5,90,
BCSQ5G5B,Include,,95,"The abstract discusses federated learning in IIoT applications within manufacturing, which falls under the scope of manufacturing industries."
BDFJI5V8,Exclude,E2,95,
BDZTXST7,Include,,100,The abstract does not mention federated learning or applications outside manufacturing.
BE5PD4YB,Include,,95,"The abstract discusses federated learning applied within the automotive industry, which is a manufacturing sector. There's no indication that it focuses on other industries or is merely a literature review without original contribution."
BEGC93YT,Exclude,E2,10,The abstract focuses on cloud computing security and data optimization in ICS without mentioning federated learning.
BGL5AVZB,Exclude,E5,100,The abstract describes a literature review without presenting original research or new contributions.
BH89FTP8,Exclude,E5,95,The abstract clearly states this is a review paper without own contribution.
BHJVPDKD,Include,,95,"The abstract discusses federated learning in an industrial IoT context specifically within a water treatment plant, which falls under manufacturing."
BJKGRYN2,Exclude,E2,95,The abstract clearly discusses a healthcare application of the proposed security framework.
BLGAX3E4,Exclude,E2,85,The research focuses on deep reinforcement learning applications rather than federated learning in manufacturing.
BLMEAAD6,Exclude,E2,95,"The abstract discusses waste management in smart cities using federated learning, which is outside manufacturing."
BMJMWPZD,Include,,95,The abstract does not provide clear evidence of an FL application outside manufacturing or a literature review without own contribution.
BNDNQTDR,Include,,100,The abstract does not mention federated learning or applications outside manufacturing.
BP7M56JK,Include,,95,"The abstract discusses federated learning (FL) within the context of Industry 4.0 and IIoT, which falls under manufacturing."
BPWWXM3S,Exclude,E5,90,The abstract describes a literature review or survey of existing approaches and introduces a new algorithm without applying it to any specific domain like manufacturing.
BQCCZGAX,Exclude,E2,100,The abstract clearly states that the paper focuses on medical applications and PPG sensors in healthcare.
BR3NELBN,Exclude,E2,100,The abstract clearly discusses IoMT in healthcare.
BRYFV84E,Exclude,E5,90,The abstract clearly states that this is a systematic review of publicly available network traffic capture-based datasets without presenting any original research or contribution.
BSPGBPQT,Exclude,E2,95,The abstract mentions applications in Medical IoT (MIoT) and does not discuss transferable models to manufacturing.
BTDRKXIX,Exclude,E5,100,The abstract clearly states that this is a review article providing an overview of cybersecurity in 5G-IoT networks without presenting any original research or implementation.
BU33GR2T,Exclude,E2,95,"The paper discusses defect detection in power lines, which is outside the manufacturing scope."
BW4QESYI,Exclude,E2,30,"This paper focuses on network control systems and wireless sensor networks in the context of detecting wormhole attacks, which is outside the manufacturing domain."
BWJ6A4RI,Exclude,E2,95,"The abstract clearly states the application is in disability employment matching, not manufacturing."
BWREZ4WI,Include,,85,"The abstract discusses federated learning applied in an IIoT context for industrial maintenance and anomaly detection, which falls within manufacturing."
BWWTKE45,Include,,90,The abstract does not mention any specific implementation of federated learning in manufacturing or other industries.
BXYIDVUB,Exclude,E2,95,"The abstract discusses federated learning applied to drone networks in IIoT, not manufacturing."
BZK4DUN3,Include,,100,The abstract does not mention an application outside manufacturing or state it is a literature review.
BZQK7ZW5,Exclude,E5,90,The abstract clearly states this is a survey without own contribution.
C26I8KGU,Exclude,E5,90,The abstract clearly states that this is a review of research initiatives in urban informatics without presenting original empirical work.
C2LBSW33,Include,,95,The abstract discusses a federated learning layer in an industrial IoT context but does not provide clear evidence of its application outside manufacturing or indicate it is a literature review.
C3VTI85G,Exclude,E2,95,"The abstract discusses AI applications in Carbon Capture, Utilization, and Storage (CCUS) for decarbonizing sectors like cement and steel production, which is outside manufacturing scope."
C4WR8EDM,Exclude,E2,85,The abstract discusses IIoT security in general without specific mention of federated learning or its application to manufacturing.
C5VFGT72,Exclude,E2,100,The abstract discusses AI and nanotechnology applications in healthcare for neurodegenerative diseases.
C5Y3ZL4P,Exclude,E2,95,"The abstract discusses IoT security in general, with no mention of manufacturing applications or transferable models to manufacturing."
C645WB3H,Exclude,E5,100,The abstract describes a literature review or survey without own contribution.
C682CYV4,Include,,75,The abstract discusses federated learning in a general context without specifying an application outside manufacturing.
C6GVPKC5,Exclude,E5,100,The abstract clearly states that the paper is a comprehensive survey without presenting any original research or application.
C774P4E5,Exclude,E2,100,"The abstract discusses use cases in healthcare, energy, smart transportation, and smart cities, which are outside manufacturing."
C89WCQU2,Include,,95,"The abstract discusses the application of federated learning in an industrial setting (airport baggage conveyor systems), which falls within the scope of manufacturing."
C8ZQU83G,Include,,85,The abstract discusses federated learning in a real-world quality inspection setting within manufacturing.
C9P5FK3L,Include,,85,The abstract does not mention federated learning being applied outside manufacturing or indicate it is a literature review without own contribution.
C9YXCK7I,Include,,95,"The abstract discusses digital twins and predictive maintenance in logistics using IoT and ML, but does not mention federated learning or applications outside manufacturing that would warrant exclusion under E2. It is also an original research paper, not a literature review for criterion E5."
CAP5UCY7,Exclude,E2,95,The abstract discusses applications in healthcare systems and other non-manufacturing sectors.
CBAY7JPB,Exclude,E2,95,The abstract mentions applications in personalized healthcare outside manufacturing.
CBNBL63Q,Exclude,E2,100,The abstract discusses applications in healthcare and autonomous vehicles outside of manufacturing.
CCWXVTGK,Include,,85,"The abstract discusses applications in IoT and industrial interconnection scenarios, which are relevant to manufacturing."
CDREVBF4,Exclude,E5,90,The abstract explicitly states this is a systematic review without own contribution.
CEJQW4KS,Include,,95,The abstract discusses federated learning applied in manufacturing for machining process optimization.
CFCV595B,Exclude,E2,100,"Federated learning is applied to marine vehicles, not manufacturing."
CFFYJTWX,Include,,95,"The abstract discusses federated learning applied to intrusion detection in IIoT ecosystems, which is related but not manufacturing-specific unless it explicitly mentions transferable models to manufacturing, which it does not."
CIL9FCMI,Exclude,E5,100,The abstract clearly states it is a systematic literature review without own contribution.
CIUBEIXD,Include,,85,"The abstract discusses federated learning in the context of industry 5.0, which is relevant to manufacturing."
CJ9XKK6D,Exclude,E5,95,The abstract explicitly states it is a survey without own contribution.
CJEWF5PX,Exclude,E5,100,This paper is a survey and taxonomy of FL+LLM in manufacturing without presenting its own original research or implementation.
CJH7EPQA,Exclude,E2,95,The abstract discusses an application in cybersecurity/IoT rather than manufacturing.
CJLUS6QH,Exclude,E2,100,"The abstract discusses data cleaning and preprocessing in a mobile edge environment using BlueEdge, but does not mention manufacturing or any transferable models to manufacturing."
CL74N3ZG,Exclude,E5,100,The abstract clearly states this is a survey without own contribution.
CLQ5MBD4,Exclude,E5,100,The abstract explicitly states it is a systematic literature review with no own contribution.
CM34JBM9,Exclude,E5,90,The abstract describes a literature review or survey without presenting its own original contribution.
CM4RCI8A,Exclude,E2,70,"The paper focuses on a TinyML-driven self-healing framework for 6G wireless networks with a case study in a smart factory, which is outside the scope of general manufacturing applications."
CNRSWGUL,Include,,95,The abstract does not specify an application outside manufacturing.
CNUSJ998,Exclude,E5,100,The abstract clearly states this is a systematic review without own contribution.
CQL55MAR,Include,,100,The abstract does not mention federated learning or its application outside manufacturing.
CST8ZG2E,Exclude,E2,95,"The paper focuses on federated learning for satellite-IoT frameworks in space communication, not manufacturing."
CSXPJIZ4,Exclude,E2,100,The abstract discusses federated learning in the pharmaceutical industry.
CTQW45WN,Exclude,E2,95,"The paper focuses on privacy-preserving mechanisms for visual crowdsensing, which is outside the scope of manufacturing."
CUL2V4T8,Exclude,E2,100,"The abstract discusses security analysis in short video networks, which is outside the manufacturing domain."
CV3IP956,Include,,100,The abstract does not specify any non-manufacturing application or literature review without original contribution.
CV74KDA4,Include,,95,The abstract discusses federated learning in the context of smart manufacturing and does not focus on other industries like healthcare or finance.
CVI7GDYP,Exclude,E2,100,The abstract clearly states the application of federated learning in sectors outside manufacturing such as healthcare and finance.
CVRDIMI9,Include,,95,"The abstract discusses an application in smart factories and warehouses, which falls under manufacturing."
CVXGVZUI,Exclude,E2,95,"The abstract discusses a CTI system for cybersecurity in finance and IoT, outside manufacturing."
CX65S8FU,Exclude,E2,100,"The abstract discusses a federated learning application in wireless networks for intrusion detection, which is outside the manufacturing domain."
CXE3GWEL,Exclude,E2,100,The abstract clearly discusses healthcare applications using IoMT and does not mention manufacturing.
CXE3SFJA,Include,,85,The abstract discusses a federated learning application specifically for smart manufacturing with IoT and edge devices.
CXIZ2J6F,Exclude,E2,95,"The abstract focuses on cybersecurity solutions for IIoT and machine learning algorithms, without mentioning federated learning or manufacturing applications."
CXRSEU6N,Exclude,E5,100,The abstract clearly states this is a review focusing on trends and tools in GenAI across various industries.
CYIIGCTQ,Include,,85,The abstract does not mention federated learning or any application outside manufacturing.
CZLUD6TH,Exclude,E2,95,"The paper discusses federated learning in VEHICULAR EDGE COMPUTING, not manufacturing."
CZQ5XQR6,Include,,95,"The abstract discusses the application of federated learning in an IIoT context within manufacturing environments, which aligns with the review's scope."
D23KDN49,Include,,100,The abstract does not mention federated learning or applications outside manufacturing.
D3X2E99S,Exclude,E2,95,"The abstract clearly states the application is for smart cities including healthcare, transportation, energy, and surveillance systems."
D5HBT46P,Exclude,E2,100,"FL application is explicitly stated to be for MaaS, not manufacturing."
D74KJVMW,Exclude,E2,95,"The application is clearly stated to be in occupational health and safety and environmental monitoring, not manufacturing."
D9FCEMTG,Exclude,E2,95,"The abstract discusses a study deployed in the professional organizing industry, which is outside manufacturing."
DA4GM56Q,Exclude,E5,0,This paper is a literature review without presenting its own novel contribution.
DAC7SKX8,Exclude,E2,95,"The abstract discusses an application in accounting, which is outside manufacturing."
DDELQPXZ,Exclude,E2,100,The abstract clearly discusses an application in healthcare using fog computing.
DDIBMX4W,Exclude,E2,95,"The study focuses on IoT and edge computing for action detection, not manufacturing."
DDLX7P83,Exclude,E5,90,The abstract explicitly states it is a non-systematic literature review without own contribution.
DDWX6BYX,Include,,95,"This abstract discusses the application of federated learning for condition monitoring in ultrasonic metal welding, which falls within the manufacturing domain."
DE7GIHKT,Exclude,E2,95,"The abstract focuses on applications within Internet of Everything (IoE), specifically battery life prediction for sensors, which is not related to manufacturing industries."
DFDZS483,Include,,100,The abstract discusses federated learning in manufacturing through digital twins without excluding it.
DGQYGLNK,Exclude,E2,100,The abstract discusses IoT cybersecurity in a non-manufacturing context.
DI5G7J8Q,Include,,100,The abstract does not mention federated learning or applications outside manufacturing.
DI9LQHSQ,Exclude,E2,95,"The abstract focuses on edge computing, job scheduling, and security for the Internet of Everything (IoE), which is outside the scope of manufacturing."
DIY99Z3U,Exclude,E5,100,The abstract describes a literature review or survey without presenting its own novel contribution.
DJ8SLUN9,Exclude,E5,90,The abstract describes a literature review without presenting original research or contributions.
DLJUCY3E,Exclude,E5,100,The abstract describes a general overview and literature review of machine learning applications across various sectors without presenting any specific new contribution.
DMRQ8L7R,Include,,95,"The abstract discusses federated learning applied to predictive maintenance in industrial IoT, which is within the manufacturing scope."
DNJ76RXD,Exclude,E5,90,The abstract clearly states that the paper is a review of GenAI applications in manufacturing without presenting original research or implementation details.
DNW84WAN,Exclude,E2,100,"The abstract discusses an IoT security solution (SIML) applied to smart devices, which is outside manufacturing."
DPJ9ZFEG,Include,,95,"The abstract discusses a federated learning application for process monitoring in manufacturing industries, specifically mentioning aluminum electrolysis as an example."
DQMRK7RC,Exclude,E2,100,The abstract explicitly states FL is used in finance and healthcare.
DTX8B3RR,Include,,95,"The abstract discusses federated learning within the context of Industrial Internet of Things (IIoT), which is relevant to manufacturing industries."
DVRRKREG,Include,,98,"The abstract discusses a federated learning approach applied to fault diagnosis in manufacturing processes, fitting the review scope on FL applications in manufacturing."
E3NTV2BH,Include,,95,"The abstract clearly discusses federated learning applied in ceramic tile manufacturing, which is within the scope of manufacturing."
E4KB6KD5,Include,,95,The abstract discusses federated learning in the context of Industrial IoT but does not specify an applied implementation in manufacturing or a literature review without own contribution.
E7RBAPXM,Exclude,E2,100,"The abstract discusses Edge AI applications in healthcare, smart homes, industrial IoT, autonomous vehicles, and retail."
E9GXAAAG,Exclude,E2,95,"The paper focuses on mobile communication security and performance prediction using FL, not manufacturing applications."
EBNKTQUZ,Exclude,E5,90,The abstract describes a literature review or survey of DDoS detection methods and proposes a new model without conducting an original empirical study.
EBZG8I64,Exclude,E2,95,"The abstract discusses federated learning applied to DDoS detection in IoT networks, which is outside the manufacturing domain."
EC2TUTUX,Exclude,E2,100,The abstract discusses applications in healthcare and Industry 4.0 but does not explicitly mention transferable models to manufacturing.
ECDMAMDF,Exclude,E5,20,The abstract does not describe an applied implementation of federated learning in manufacturing or any other industry. It is focused on a new consensus protocol for blockchain networks.
ECNJRHQL,Include,,95,"The abstract discusses federated learning applied to Industrial Internet of Things (IIoT) radar sensing systems, which falls within manufacturing scope."
EDQ6USZQ,Include,,100,The abstract does not mention an application outside manufacturing or indicate it is a literature review.
EJHWIXBV,Exclude,E5,100,The abstract clearly states this is a literature review without own contribution.
EJIL3HXT,Exclude,E5,100,The abstract clearly states that it is a systematic review without presenting original research or findings.
EJMPPEVT,Exclude,E5,100,The abstract clearly states it is a systematic review of literature on German energy transition without presenting original research.
EKNC8YUK,Exclude,E2,95,"The abstract clearly states that the work is about federated learning for battery fault detection in electric vehicles, not manufacturing."
ELLSEHQ3,Exclude,E2,100,The abstract clearly states the application is in healthcare.
EP6L2QPG,Exclude,E5,90,
EPND8XRG,Exclude,E2,95,"The abstract discusses network security and DDoS attack detection in IoT, not manufacturing."
ERIDEXL9,Exclude,E2,100,The abstract clearly states that the paper focuses on non-intrusive appliance load monitoring (NALM) for household electricity usage.
ETGXEBYM,Include,,95,"The abstract discusses an Edge-assisted Federated Learning (EFL) framework applied to Industrial IoT (IIoT), which falls within the manufacturing domain."
ETN7WE5L,Exclude,E5,90,The abstract clearly states that the paper is a survey reviewing developments and identifying research priorities without presenting its own new contribution.
EVRRST6T,Include,,95,The abstract does not clearly indicate an application outside manufacturing or state it is a literature review without original contribution.
EWSX2FX3,Include,,95,"The abstract discusses federated learning applied in an industrial setting, specifically for predictive maintenance using weld images from a Kaggle dataset, which falls within manufacturing scope."
EWXA67JA,Exclude,E2,95,The abstract discusses a mobility-aware TSCH framework for mobile IIoT but does not mention federated learning or manufacturing applications.
EZ867NNV,Exclude,E5,90,The abstract explicitly states it is a systematic literature review without own contribution.
EZEV7YBG,Exclude,E5,100,The abstract explicitly states it is an extensive literature review without presenting original research or application.
EZGJTZFU,Exclude,E2,95,"The application is in tobacco warehousing surveillance, not manufacturing."
EZJQ4MK9,Exclude,E2,100,The abstract clearly discusses an application of FL in healthcare.
EZM2MP9K,Exclude,E2,95,"The abstract clearly states that the paper focuses on intrusion detection systems in cybersecurity, not manufacturing."
F22YC5TG,Exclude,E5,90,The abstract clearly states this is a literature review without own contribution.
F32ZQXYI,Exclude,E2,95,"The paper focuses on financial risk assessment, which is outside the scope of manufacturing."
F3J5WX5R,Exclude,E2,90,The abstract discusses a security model for IoT networks with no mention of manufacturing or transferable models to manufacturing.
F3MJ38BP,Exclude,E2,100,"The abstract discusses cloud-based and serverless infrastructures for financial ecosystems, which is outside manufacturing."
F4JTSMSZ,Include,,95,The abstract does not mention federated learning being applied outside manufacturing or provide evidence that it is a literature review without original contribution.
F5L8QXC2,Exclude,E5,100,The abstract clearly states that it is a systematic literature review without presenting its own empirical contribution.
F5NKKBTR,Exclude,E5,100,The abstract clearly states that this is a bibliometric review expanding on a previous systematic literature review.
F6EHSW4S,Include,,85,The abstract discusses federated learning in an industrial context but does not specify that it is applied within manufacturing or that its models are transferable to manufacturing.
F7IKEK3D,Include,,85,"The abstract mentions potential use cases in manufacturing, which suggests that the paper may discuss transferable models to manufacturing even if it covers other industries initially."
F7IXZZYV,Exclude,E2,100,"The abstract discusses traffic forecasting in wireless mesh networks, which is outside the manufacturing domain."
F97WQG9V,Include,,100,The abstract discusses IIoT in manufacturing without mentioning federated learning or applications outside manufacturing.
F98R4UDL,Include,,100,The abstract does not mention federated learning or applications outside manufacturing.
F9JCUCK8,Include,,70,The abstract discusses an application in industrial IoT (IIoT) which is related to manufacturing but does not explicitly exclude transferability to manufacturing. There's no clear evidence that this falls under another industry scope.
FAUF3ZGI,Exclude,E2,100,The abstract clearly discusses AI applications in biotechnology and healthcare.
FBJTPYFX,Exclude,E5,100,The abstract clearly states this is a survey without original contribution.
FBM6CCWT,Exclude,E2,100,"The abstract discusses VANETs in Intelligent Transportation Systems, which is outside manufacturing."
FBSDXDMI,Include,,100,The abstract discusses federated learning in the context of Supply Chain Industry 4.0 but does not provide evidence that it is applied outside manufacturing without relevance to manufacturing.
FD9IS8P3,Include,,90,The abstract does not mention federated learning or any specific application outside manufacturing.
FDJYNIS6,Exclude,E5,100,The abstract clearly states that this is a bibliometric analysis without own contribution.
FDM4UN43,Exclude,E5,100,The abstract clearly states this is a literature review/survey without original contribution.
FEWH39IU,Exclude,E2,95,"FL application in IoT routing security, not manufacturing."
FFHW3ZC8,Include,,85,"The paper discusses federated learning applied to industrial data from MEMS foundries and predictive maintenance datasets, fitting within the scope of manufacturing applications."
FGK5V96K,Exclude,E2,95,"The paper focuses on IoT data storage and security using blockchain in a cloud-centric structure, not manufacturing."
FHI3GH9V,Exclude,E2,100,The paper focuses on blockchain technology rather than federated learning.
FHZM93VG,Include,,90,The abstract does not mention federated learning or any specific implementation outside manufacturing that would require exclusion based on the given criteria.
FI3NCUVI,Exclude,E2,85,"FL application outside manufacturing (healthcare, finance, etc.) unless they explicitly discuss transferable models to manufacturing."
FIF9H8JX,Include,,95,The abstract discusses a federated learning approach in manufacturing for predicting machining outcomes without sharing raw data.
FIWX2FFP,Include,,95,The abstract discusses federated learning in a manufacturing context with real-time applications.
FJDUUHBC,Include,,92,This abstract discusses collaborative learning within manufacturing without mentioning federated learning or applications outside of manufacturing.
FK3EEP5Z,Exclude,E2,95,The research focuses on cybersecurity applications for IoT devices and does not mention any manufacturing context or transferable models to manufacturing.
FK6W54PZ,Include,,95,"The abstract discusses a federated learning framework applied specifically to smart manufacturing, fitting within the review's scope on FL in manufacturing."
FLII8GGU,Exclude,E2,100,"The abstract discusses trust management in shared vehicle data systems, which is outside the manufacturing domain."
FLJJAH7F,Exclude,E2,90,"The abstract focuses on FL application in cybersecurity for industrial IoT, not manufacturing."
FLK9M3F2,Exclude,E5,100,The abstract clearly states this is a survey on green edge AI without presenting original research.
FNIXHCUJ,Exclude,E5,90,The abstract describes a literature review or theoretical analysis without presenting an original application.
FR7JVFRY,Exclude,E5,100,The abstract clearly states that this is a survey paper without presenting any new contribution.
FS9H9IEM,Exclude,E2,90,The abstract describes an application in IoT scenarios with no mention of manufacturing.
FSYCUC88,Exclude,E5,100,The abstract explicitly states it is an extensive survey on the application of FL models in DTs for smart city applications.
FTBI4JEQ,Exclude,E2,100,The abstract clearly states that the paper is about deep learning applications in medical image analysis.
FUBK8GZX,Include,,85,The abstract discusses federated learning applied to backorder prediction in supply chain management within manufacturing industries.
FW7MHR56,Exclude,E2,95,"The paper focuses on neuroscience and BCIs, not manufacturing."
FW9DKSUZ,Exclude,E5,90,The abstract clearly states that this is a survey paper without presenting original research or application.
FWKK3XH8,Exclude,E2,100,The abstract discusses federated learning in commercial environments but does not specify manufacturing as a context.
FZ8V2P9I,Exclude,,0,The abstract does not mention federated learning or any transferable models to manufacturing from other industries.
G4CX7MTQ,Exclude,E5,100,The abstract describes the concept of edge computing and its benefits without presenting any original research or implementation.
G666DGSV,Exclude,E2,95,"The paper discusses a federated learning framework for logistics risk management, not manufacturing."
G7ZANKQP,Exclude,E2,50,The abstract discusses federated learning applied to IoT security threats rather than manufacturing.
G828EAUK,Include,,98,The abstract clearly discusses federated learning applied in an industrial defect detection context within manufacturing.
GAT9U2NK,Exclude,E2,100,"The abstract discusses AI-based intrusion detection systems for network security, which is outside the manufacturing domain."
GAWJVPLC,Include,,95,"The abstract discusses federated learning in the context of smart factories, which falls under manufacturing. There is no clear evidence that this paper is a literature review without its own contribution."
GDUBCSQP,Exclude,E2,100,The abstract discusses IoT security and does not mention manufacturing.
GEXTSJ77,Include,,95,"The abstract discusses industrial case studies in manufacturing (Bosch factories and aircraft component predictions), so it is within the scope of manufacturing."
GFN5DWA5,Include,,100,The abstract does not mention federated learning or any application outside manufacturing.
GFS27NCA,Exclude,E5,100,The abstract clearly states this is a bibliometric analysis without original research contribution.
GGKH9A6A,Include,,85,The abstract discusses Federated Learning in an IIoT context which is relevant to manufacturing.
GGYB5WA8,Exclude,E5,95,The abstract explicitly states it is a survey without own contribution.
GIQA3HI5,Exclude,E2,95,The abstract discusses an application in critical infrastructure using IoT systems and does not mention manufacturing.
GKSXDIVQ,Exclude,E2,95,"The abstract clearly states the application is in healthcare, agriculture, and industry but focuses on IoT cybersecurity rather than federated learning in manufacturing."
GL6WJ487,Exclude,E2,95,"The abstract discusses AI applications in irrigated agriculture, not manufacturing."
GMP8J7HZ,Include,,85,"The abstract discusses applications including smart factories, which falls under manufacturing."
