id,decision,exclusion_criterion,confidence,reasoning
A46N2BN4,Exclude,E2,100,"The abstract focuses on IoT security and intrusion detection using deep learning, without any mention of manufacturing or federated learning."
A4KXNUSC,Exclude,E2,95,"The abstract focuses on distributed deep learning (DDL) in Industry 4.0 but does not explicitly mention federated learning (FL), and the applications (intrusion detection, defect identification, predictive maintenance) are generic to manufacturing but lack explicit FL coordination or decentralized model-sharing mechanisms."
A5BTKNUB,Exclude,E2,100,"The abstract explicitly focuses on malware detection in Android applications for IIoT, which is outside the manufacturing domain."
A5GBBYMR,Exclude,E2,95,"The abstract focuses on cloud service composition for web applications and QoS optimization using blockchain and federated learning in a general cloud computing context, with no explicit mention of manufacturing industries or transferable models to manufacturing."
A5GF2M3F,Exclude,E2,100,"The abstract explicitly focuses on pharmaceutical manufacturing and healthcare applications, with no mention of federated learning or transferable models to manufacturing industries outside healthcare."
A5WS6I5N,Exclude,E2,100,"The abstract focuses on vehicular ad hoc networks (VANETs) for transportation systems, which is outside the manufacturing domain."
A7E8H8C3,Exclude,E2,100,"The abstract focuses on secure key exchange and cryptographic synchronization in Industrial IoT (IIoT) using ANN and hyperchaotic systems, with no mention of federated learning or model sharing in manufacturing contexts."
A99SMRDF,Exclude,E2,95,"The abstract does not mention manufacturing or federated learning (FL), focusing instead on general IoT and ML challenges without any explicit application to manufacturing industries."
A9MG9ZMR,Exclude,E5,100,The abstract explicitly describes this as a literature review/survey without presenting original FL implementations or empirical contributions.
AANPKJRI,Exclude,E2,100,"The abstract focuses on federated learning applications in extended reality (XR) systems, which is outside the manufacturing domain."
ACF4DZLW,Include,,95,The abstract explicitly discusses federated learning in the context of Industrial IoT (I-IoT) and manufacturing systems.
AEC4Z6UA,Exclude,E2,95,"The abstract discusses federated learning in the context of IoT integration across smart cities, industrial systems, and healthcare applications, but does not explicitly focus on manufacturing or discuss transferable models to manufacturing."
AF2DIAC4,Include,,98,The abstract explicitly describes a federated learning application in distributed smart manufacturing systems for predictive maintenance.
AFVNVIRN,Exclude,E2,95,The abstract focuses on IoT edge computing and blockchain-integrated deep learning but does not mention manufacturing or any transferable application to it.
AHUQHV3E,Include,,95,The abstract explicitly describes an applied federated learning implementation in manufacturing (hot strip mill process).
AI7KLQEL,Include,,90,"The abstract discusses federated blockchain (FB) and machine learning-based verification in an Industrial Internet of Things (IIoT) context, which is directly relevant to manufacturing applications."
AIEZHJKC,Include,,95,The abstract explicitly discusses FL in intelligent manufacturing with empirical study and failure prediction applications.
AILRFYW9,Exclude,E2,100,"The abstract explicitly focuses on federated learning (FL) applications in healthcare, which is outside the scope of manufacturing."
AJADN2BP,Exclude,E2,100,"The abstract focuses on cybersecurity in energy systems (smart grids/IoT), not manufacturing or federated learning applications."
ALAYL6UE,Exclude,E2,95,"The abstract focuses on smart city applications (e.g., transportation, healthcare, environmental management) and does not explicitly discuss FL implementations in manufacturing."
ALD8HPG5,Exclude,E2,100,"The abstract explicitly focuses on food production and agriculture (livestock monitoring), which is outside manufacturing."
ALL2G5GG,Exclude,E5,100,The abstract describes a bibliometric literature review/survey without any original implementation or contribution to federated learning in manufacturing.
AMS9N2SN,Include,,95,The abstract explicitly discusses federated learning in IIoT systems for manufacturing applications.
AMWNCAEJ,Exclude,E2,100,"The abstract explicitly focuses on federated learning applications in social media platforms (cyberbullying and disinformation detection), which is outside the manufacturing domain."
AMYK3236,Exclude,E2,100,"The abstract focuses on connected vehicles in 5G networks, which is outside the manufacturing domain."
AN73XBRL,Exclude,E2,100,"The abstract focuses on 6G and edge computing in general applications like autonomous systems, AR/VR, and IoT-driven smart environments without any mention of manufacturing or federated learning."
APLJ26U9,Include,,90,"The abstract mentions 'industrial IoT' as one of the potential applications, which falls within manufacturing."
APM74VA4,Exclude,E5,100,The abstract explicitly states it is a systematic literature review without original empirical or applied contributions.
ARJRP3TR,Exclude,E2,100,"The abstract focuses on fault detection and diagnosis in electric vehicles (EVs), which is unrelated to federated learning or manufacturing industries."
ARZUJU6N,Exclude,E2,100,"The abstract explicitly describes FL applied to street vending carts in developing regions, which is outside the manufacturing industry scope."
AS6988KE,Exclude,E2,100,"The abstract explicitly discusses applications in healthcare, traffic management, environmental monitoring, and anomaly detection without mentioning manufacturing or transferable models to it."
ATCDYK2P,Include,,95,"The abstract explicitly discusses a federated learning implementation (multi-level split federated learning) in the context of manufacturing systems (railcar manufacturing, CPPSs, and supply chains)."
AURB5MQE,Exclude,E5,100,The abstract explicitly states it is a systematic literature review without original contributions or applied implementations of federated learning.
AVBTI6IM,Exclude,E2,100,"The abstract focuses on federated learning for 6G network resource allocation and QoS optimization, explicitly outside manufacturing industries."
AXZ8VX5T,Exclude,E2,95,"The abstract focuses explicitly on motor bearing fault detection in an IoT/edge AI context for predictive maintenance, with no mention of manufacturing-specific federated learning applications or transferable models to manufacturing."
AYFZ84Y7,Exclude,E5,100,The abstract explicitly states it is an 'overview article' analyzing uncertainties in FL without presenting original applied implementations or empirical contributions.
AYXBV9R7,Exclude,E2,100,"The abstract focuses on intrusion detection for IoT network traffic and cybersecurity, with no mention of manufacturing or federated learning."
AZN682H4,Exclude,E2,100,"The abstract focuses on metaverse/XR applications and cloud-edge orchestration for AI-driven immersive experiences, with no mention of manufacturing or federated learning in industrial contexts."
AZVPAXXE,Exclude,E2,100,"The abstract focuses on edge-cloud systems for latency-sensitive streaming applications with IoT workloads, explicitly mentioning no manufacturing context or transferable models to manufacturing."
B254RASP,Include,,95,"The abstract discusses a privacy-preserving system for IIoT in manufacturing contexts (6G networks, resource-limited devices) and explicitly mentions future integration with federated learning."
B27CFN9K,Exclude,E2,100,"The abstract explicitly discusses applications in finance, medicine, supply chain (generic), and security without any mention of manufacturing or transferable models to it."
B2F4Q6CW,Exclude,E5,100,The abstract explicitly states it is a literature review/survey without original contributions.
B5TS35T4,Include,,95,"The abstract explicitly discusses federated learning in an industrial/manufacturing context (e.g., 'industrial production data,' 'production model')."
B6TGH28E,Exclude,E5,100,The abstract explicitly states it is a comprehensive review/survey of AI-based IDS solutions in IIoT without presenting original research or implementation.
B725QZBR,Exclude,E2,100,"The abstract focuses on cybersecurity and intrusion detection in IoT/smart grids, not manufacturing applications."
B76MQS2S,Exclude,E2,100,The abstract explicitly mentions applications in healthcare monitoring and does not discuss manufacturing or transferable models to it.
B7JNGWVU,Include,,95,"The abstract describes a federated or distributed learning application explicitly in the context of Industrial IoT (IIoT) and smart factories, which falls within manufacturing."
B7U3GLHS,Exclude,E2,100,"The abstract focuses on power grid monitoring in Kenya using data stream mining and machine learning, with no mention of federated learning or manufacturing applications."
B7U9ZPTQ,Exclude,E5,100,The abstract explicitly describes a literature review without any original contribution or applied implementation.
B7XSE8XF,Exclude,E5,100,The abstract explicitly states it is a literature review/survey without original contributions or applied implementations.
B7XXVWIZ,Exclude,E2,100,"The abstract focuses on load balancing and task assignment in multi-cloud environments for ultra-reliable, low-latency communications (URLLC), with no mention of federated learning or manufacturing applications."
BB2LSZX3,Exclude,E2,100,"The abstract explicitly focuses on humanitarian logistics and emergency crisis response (e.g., Pakistan floods), which is outside the manufacturing domain."
BBGDA3NY,Exclude,E5,100,The abstract explicitly states it is a literature review/survey without presenting original research or implementation.
BCSQ5G5B,Include,,95,"The abstract explicitly mentions federated learning in Industrial Internet of Things (IIoT) applications, which is a manufacturing context."
BDFJI5V8,Exclude,E2,100,"The abstract focuses exclusively on intrusion detection in the Internet of Vehicles (IoV), which is outside manufacturing."
BDZTXST7,Exclude,E2,100,The abstract focuses solely on cyberattack detection in Industrial IoT (IIoT) using machine learning and does not mention federated learning or manufacturing-specific applications.
BE5PD4YB,Include,,95,"The abstract explicitly focuses on federated learning in the automotive manufacturing industry, which falls within the scope of manufacturing applications."
BEGC93YT,Exclude,E2,95,The abstract focuses on cloud computing systems and data optimization/normalization in IoT nodes without mentioning federated learning (FL) or decentralized model training.
BGL5AVZB,Exclude,E5,100,The abstract describes a literature review/survey without presenting original contributions or applied implementations of federated learning.
BH89FTP8,Exclude,E5,100,The abstract explicitly states it is a review paper ('This review paper offers...') with no original implementation or contribution.
BHJVPDKD,Include,,95,The abstract explicitly discusses federated learning in an industrial IoT context (smart factories and distributed control systems) with a focus on manufacturing applications like water treatment plants.
BJKGRYN2,Exclude,E2,100,"The abstract explicitly focuses on healthcare applications of fog computing with blockchain, SDN, and zero-trust principles, with no mention of manufacturing or transferable models to it."
BLGAX3E4,Exclude,E2,90,"The abstract focuses on reinforcement learning for robotic arm tracking and microgrid scheduling, which are not explicitly tied to federated learning in manufacturing."
BLMEAAD6,Exclude,E2,95,"The abstract focuses explicitly on waste management in smart cities using deep learning and federated learning for trash classification, which is unrelated to manufacturing industries."
BMJMWPZD,Include,,95,"The abstract explicitly discusses federated learning (FL) applied to Industrial Internet of Things (IIoT), which is a manufacturing context."
BNDNQTDR,Exclude,E2,100,"The abstract focuses solely on intrusion detection in SCADA/IIoT systems using DeepFM, with no mention of federated learning (FL) or manufacturing applications."
BP7M56JK,Include,,95,"The abstract explicitly discusses federated learning (FL) in the context of Industry 4.0 and IIoT networks, which are directly relevant to manufacturing."
BPWWXM3S,Exclude,E2,100,"The abstract focuses on energy-efficient ML optimisation in general domains (CIFAR-10, ImageNet, IMDB, GLUE) with no mention of manufacturing or transferable models to it."
BQCCZGAX,Exclude,E2,100,The abstract explicitly focuses on medical applications (PPG sensors for cardiovascular disease monitoring) without any mention of manufacturing or transferable models to it.
BR3NELBN,Exclude,E2,100,The abstract explicitly focuses on healthcare (IoMT) with no mention of manufacturing or transferable models to it.
BRYFV84E,Exclude,E5,100,"The abstract describes a systematic review of publicly available network traffic capture-based datasets for AI/ML research, without any original implementation or contribution to federated learning in manufacturing."
BSPGBPQT,Exclude,E2,95,"The abstract focuses on medical applications (Medical IoT, gesture/facial recognition) without explicit mention of manufacturing or transferable models to it."
BTDRKXIX,Exclude,E5,100,The abstract explicitly describes a literature review/survey without presenting original research or implementation.
BU33GR2T,Exclude,E2,95,The abstract focuses solely on defect detection in power line conductors using computer vision and does not mention federated learning or manufacturing applications.
BW4QESYI,Exclude,E2,100,"The abstract focuses on wormhole attacks in Wireless Sensor Networks (WSNs) for Network Control Systems, with no mention of federated learning or manufacturing applications."
BWJ6A4RI,Exclude,E2,100,"The abstract explicitly focuses on disability employment matching in a non-manufacturing context (social services), with no mention of transferable models to manufacturing."
BWREZ4WI,Include,,98,The abstract explicitly discusses federated learning in an Industrial Internet of Things (IIoT) context for manufacturing anomaly detection.
BWWTKE45,Include,,95,"The abstract explicitly mentions extending the framework to 'federated learning' in prospective research directions, indicating relevance to FL in manufacturing contexts."
BXYIDVUB,Exclude,E2,100,"The abstract focuses on drone networks for Industrial Internet of Things (IIoT) security, which is not explicitly tied to manufacturing applications or transferable models for manufacturing."
BZK4DUN3,Include,,95,"The abstract discusses federated learning in a distributed manufacturing-like context (digital twin platform, node-specific performance metrics, and topology optimization), with no explicit exclusion to healthcare, finance, or other non-manufacturing domains."
BZQK7ZW5,Exclude,E5,100,The abstract explicitly states it is a survey reviewing existing works on federated learning without presenting original contributions or applied implementations.
C26I8KGU,Exclude,E2,100,"The abstract focuses entirely on urban informatics and city development, with no mention of manufacturing or federated learning applications in that domain."
C2LBSW33,Include,,95,"The abstract describes a federated learning implementation in an industrial IoT/Cyber-Physical Systems context at SENAI (a manufacturing/industrial training and research institution), explicitly addressing data flows for AI subsystems in manufacturing environments."
C3VTI85G,Exclude,E2,100,"The abstract focuses on Carbon Capture, Utilization, and Storage (CCUS) in cement, steel, and energy production, with AI applications but no mention of federated learning or manufacturing-specific FL implementations."
C4WR8EDM,Include,,85,"The abstract focuses on federated learning-like privacy-preserving techniques (dynamic clustering, secure aggregation) in an IIoT/manufacturing context without explicitly excluding manufacturing applications."
C5VFGT72,Exclude,E2,100,The abstract focuses entirely on neurodegenerative diseases in healthcare with no mention of manufacturing or transferable models to that domain.
C5Y3ZL4P,Exclude,E2,95,The abstract focuses on blockchain-based security frameworks for IoT/WSNs without mentioning federated learning or manufacturing applications.
C645WB3H,Exclude,E2,100,"The abstract focuses on IoT threat detection using graph-based neural networks and optimization algorithms in a generic cybersecurity context, with no mention of federated learning or manufacturing applications."
C682CYV4,Exclude,E2,95,The abstract focuses on FL in general IoT and edge devices without explicit mention of manufacturing applications or transferable models to manufacturing.
C6GVPKC5,Exclude,E5,100,The abstract explicitly describes a literature survey without any original contribution or applied implementation of federated learning.
C774P4E5,Exclude,E2,95,"The abstract explicitly discusses applications outside manufacturing (healthcare, energy, smart transportation) without mentioning transferable models to manufacturing."
C89WCQU2,Exclude,E2,95,"The abstract explicitly mentions airport baggage conveyor systems, which are not part of manufacturing industries."
C8ZQU83G,Include,,100,The abstract explicitly discusses FL in the context of manufacturing (predictive maintenance and quality inspection).
C9P5FK3L,Include,,95,"The abstract explicitly discusses federated learning (FedeX) in a manufacturing context (smart factories, IoT-based ICSs), which aligns with the review scope."
C9YXCK7I,Exclude,E2,100,The abstract focuses on digital twins and predictive maintenance using ML in logistics but does not mention federated learning (FL) or decentralized model training.
CAP5UCY7,Exclude,E2,95,"The abstract explicitly discusses federated learning in healthcare (digital heritage protection, precision agriculture, and supply chain security are secondary examples but not manufacturing-focused)."
CBAY7JPB,Exclude,E2,95,"The abstract explicitly mentions applications like smart cities, industrial IoT, and healthcare but does not focus on manufacturing or discuss transferable models to it."
CBNBL63Q,Exclude,E2,95,"The abstract explicitly mentions applications in healthcare (smart healthcare) and autonomous vehicles, with no mention of manufacturing or transferable models to it."
CCWXVTGK,Include,,95,"The abstract explicitly mentions 'industrial IoT' and 'cyber-physical production lines,' which are manufacturing contexts."
CDREVBF4,Exclude,E5,100,The abstract explicitly describes a systematic literature review/survey without presenting original research or applied implementation of federated learning in manufacturing.
CEJQW4KS,Include,,100,The abstract explicitly describes a federated learning application in manufacturing (aircraft structural parts and machining processes).
CFCV595B,Exclude,E2,100,"The abstract focuses on autonomous marine vehicles (AMVs) and robotic navigation in maritime applications, which is outside the manufacturing domain."
CFFYJTWX,Include,,95,"The abstract describes a federated learning application in an Industrial Internet of Things (IIoT) ecosystem, which is directly relevant to manufacturing contexts."
CIL9FCMI,Exclude,E5,100,The abstract explicitly describes a literature review/survey without presenting original research or applied implementation of federated learning.
CIUBEIXD,Include,,95,The abstract explicitly discusses federated learning in an industrial context (Industry 5.0) with applications relevant to manufacturing.
CJ9XKK6D,Exclude,E5,100,The abstract explicitly describes a literature survey without original contributions or applied implementations of federated learning in manufacturing.
CJEWF5PX,Exclude,E5,95,The abstract explicitly states it is a 'comprehensive survey and taxonomy' without presenting original FL implementation or case study contributions.
CJH7EPQA,Exclude,E2,100,The abstract focuses on cyberattack detection in IoT applications without explicit mention of manufacturing or transferable models to manufacturing.
CJLUS6QH,Exclude,E2,100,"The abstract focuses on data cleaning and preprocessing in IoT/fog-edge environments using a mobile application (BlueEdge), with no mention of federated learning or manufacturing applications."
CL74N3ZG,Exclude,E5,100,The abstract explicitly states it is a survey without original contribution or implementation.
CLQ5MBD4,Include,,95,"The abstract mentions federated learning as a potential approach for sustainability reporting in supply chain management (a manufacturing-adjacent domain), without excluding it from manufacturing or being a pure literature review without original contribution."
CM34JBM9,Exclude,E5,90,The abstract describes a general discussion on Foundation Models without any original implementation or contribution to federated learning in manufacturing.
CM4RCI8A,Include,,95,"The abstract explicitly mentions a 'smart factory' case study, which is directly applicable to manufacturing."
CNRSWGUL,Include,,95,The abstract explicitly mentions manufacturing as one of the application domains for federated learning.
CNUSJ998,Exclude,E5,100,The abstract explicitly describes a systematic review without original contributions or applied implementations of federated learning.
CQL55MAR,Exclude,E5,95,The abstract explicitly states it is a survey ('this work reverses the perspective by investigating... we propose a framework... we survey key IIoT tasks') with no original implementation or empirical contribution.
CST8ZG2E,Exclude,E2,100,"The abstract explicitly focuses on space communication and satellite-IoT frameworks, which is outside manufacturing."
CSXPJIZ4,Exclude,E2,100,"The abstract focuses exclusively on AI applications in the pharmaceutical industry, with no mention of manufacturing or transferable models to manufacturing."
CTQW45WN,Include,,95,The abstract describes a federated learning-like approach (lightweight model aggregation at edge computing) applied explicitly in manufacturing for bearing failure detection using industrial IoT datasets.
CUL2V4T8,Exclude,E2,100,"The abstract focuses entirely on security analysis in short video networks using edge computing and graph-based models, with no mention of manufacturing or transferable applications to it."
CV3IP956,Exclude,E2,95,The abstract does not mention manufacturing as an application domain and focuses on general FL challenges in heterogeneous regions without explicit transferability to manufacturing.
CV74KDA4,Include,,95,The abstract explicitly discusses federated learning in the context of smart manufacturing and industrial AI for quality inspection.
CVI7GDYP,Exclude,E2,100,"The abstract explicitly focuses on federated learning applications in healthcare, finance, cybersecurity (IDS), and IoT, with no mention of manufacturing or transferable models to it."
CVRDIMI9,Include,,95,The abstract explicitly mentions smart factories as a motivating application for federated learning in manufacturing contexts.
CVXGVZUI,Exclude,E2,100,"The abstract focuses on cybersecurity threat detection using machine learning and blockchain, with no mention of manufacturing or federated learning applications in that domain."
CX65S8FU,Exclude,E2,100,"The abstract explicitly focuses on federated learning for cyberattack detection in 6G wireless networks, not manufacturing industries."
CXE3GWEL,Exclude,E2,100,"The abstract explicitly focuses on healthcare applications in the Internet of Medical Things (IoMT), which is outside manufacturing."
CXE3SFJA,Include,,98,The abstract explicitly describes a federated learning application in smart manufacturing with a case study on machining using edge devices.
CXIZ2J6F,Exclude,E2,95,The abstract focuses on cybersecurity and threat detection in Industrial IoT (IIoT) using machine learning algorithms but does not mention federated learning or its application in manufacturing.
CXRSEU6N,Exclude,E5,100,The abstract explicitly describes a systematic review without original contributions or applied implementations.
CYIIGCTQ,Exclude,E2,100,The abstract focuses on material procurement optimization in semiconductor manufacturing using AI techniques but does not mention federated learning (FL) or decentralized model coordination.
CZLUD6TH,Exclude,E2,100,"The abstract explicitly focuses on vehicular edge computing and intelligent connected vehicles (ICV), which is outside manufacturing."
CZQ5XQR6,Include,,98,"The abstract explicitly focuses on federated learning in a large-scale IIoT deployment for industrial environments, which falls within the manufacturing scope."
D23KDN49,Exclude,E2,100,The abstract focuses on Deep Reinforcement Learning for dynamic parameter adaptation in manufacturing but does not mention federated learning (FL) at all.
D3X2E99S,Exclude,E2,100,"The abstract explicitly focuses on smart cities (healthcare, transportation, energy, surveillance) and does not mention manufacturing or transferable models to it."
D5HBT46P,Exclude,E2,100,"The abstract explicitly focuses on Mobility-as-a-Service (MaaS) and multi-modal journey planning in transportation, which is outside the manufacturing domain."
D74KJVMW,Include,,95,"The abstract explicitly discusses federated learning (HFL) in industrial IoT applications, which falls under manufacturing."
D9FCEMTG,Exclude,E2,95,"The abstract focuses on a reinforcement learning-driven system for task recognition and workflow optimization in the professional organizing industry (service-oriented microenterprises), with no mention of federated learning or manufacturing applications."
DA4GM56Q,Exclude,E5,100,The abstract explicitly states it is a review paper compiling and synthesising existing research on computation offloading in federated edge-to-cloud ecosystems without presenting original empirical or applied FL implementations.
DAC7SKX8,Exclude,E2,100,"The abstract explicitly focuses on financial transaction processing in accounting, with no mention of manufacturing or transferable models to it."
DDELQPXZ,Exclude,E2,100,"The abstract explicitly focuses on healthcare applications of fog computing and machine learning, with no mention of manufacturing or transferable models to it."
DDIBMX4W,Exclude,E2,95,"The abstract focuses on IoT and edge computing for action detection in smart cities, with no mention of manufacturing or federated learning."
DDLX7P83,Exclude,E5,100,The abstract explicitly states it is a non-systematic literature review without own contribution to federated learning implementations.
DDWX6BYX,Include,,100,The abstract explicitly discusses federated learning applied to condition monitoring in ultrasonic metal welding (a manufacturing process) and highlights its applicability across factories while preserving data privacy.
DE7GIHKT,Exclude,E2,100,"The abstract focuses on sensor battery life prediction in IoE devices for general applications (e.g., Chicago Park District Beach water monitoring), with no mention of manufacturing or federated learning."
DFDZS483,Include,,95,The abstract explicitly discusses federated learning in the context of manufacturing (Industry 4.0) and distributed digital twin ecosystems.
DGQYGLNK,Exclude,E2,100,"The abstract focuses on cybersecurity for IoT networks using DNNs and Blockchain, with no mention of federated learning or manufacturing applications."
DI5G7J8Q,Exclude,E2,100,The abstract focuses on AI-driven inventory optimization using LSTM and Q-learning in aerospace/semiconductor manufacturing but does not mention federated learning (FL) or decentralized model coordination.
DI9LQHSQ,Exclude,E2,100,"The abstract focuses on IoE, wireless sensor networks, edge computing, and job scheduling in a generic distributed environment without any explicit mention of federated learning (FL) or manufacturing applications."
DIY99Z3U,Exclude,E5,90,The abstract explicitly states that the paper reviews state-of-the-art concepts and contributes to formalizing architectural principles without presenting an original implementation of federated learning in manufacturing.
DJ8SLUN9,Exclude,E5,100,The abstract explicitly describes a literature review/survey using CiteSpace and summarizes existing work without presenting an original implementation or applied case study.
DLJUCY3E,Exclude,E5,100,The abstract describes a general overview of machine learning principles and applications across multiple industries without any specific contribution or implementation of federated learning in manufacturing.
DMRQ8L7R,Include,,95,"The abstract explicitly discusses federated learning in an industrial IoT setting for predictive maintenance, which is directly applicable to manufacturing."
DNJ76RXD,Exclude,E5,90,The abstract describes a literature review/survey of GenAI applications in manufacturing without presenting original FL implementation or empirical contribution.
DNW84WAN,Exclude,E2,100,"The abstract focuses on cybersecurity threats in IoT environments using machine learning (SIML), with no mention of manufacturing or federated learning applications."
DPJ9ZFEG,Include,,95,The abstract explicitly discusses federated learning applied in manufacturing (aluminum electrolysis process) with a focus on privacy-preserving process monitoring.
DQMRK7RC,Exclude,E2,100,"The abstract explicitly states FL applications in finance, healthcare, and IoT without any mention of manufacturing or transferable models to it."
DTX8B3RR,Include,,95,"The abstract explicitly discusses federated learning in the Industrial Internet of Things (IIoT), which is a subset of manufacturing."
DVRRKREG,Include,,98,The abstract explicitly describes a federated learning-based framework applied in manufacturing (hot rolling process) for fault diagnosis.
E3NTV2BH,Include,,100,"The abstract explicitly describes a federated learning implementation in ceramic tile manufacturing, which falls within the scope of manufacturing industries."
E4KB6KD5,Include,,95,The abstract explicitly discusses federated learning in an Industrial Internet of Things (IoT) context with manufacturing applications like real-time manufacturing and automated diagnostics.
E7RBAPXM,Exclude,E5,100,The abstract explicitly states it is an overview/survey of Edge AI architectures and frameworks without any original implementation or contribution.
E9GXAAAG,Exclude,E2,95,The abstract focuses on mobile communication security in Industrial IoT (IIoT) but does not mention manufacturing applications or transferable models to manufacturing.
EBNKTQUZ,Exclude,E2,100,"The abstract focuses on DDoS detection in Software-Defined Networking (SDN), which is unrelated to federated learning in manufacturing."
EBZG8I64,Exclude,E2,100,The abstract focuses on DDoS attack detection in IoT networks without any explicit mention of manufacturing applications or transferable models to manufacturing.
EC2TUTUX,Exclude,E2,100,"The abstract focuses on security solutions for wireless sensor networks in healthcare, Industry 4.0 (generic), and critical infrastructure without explicitly linking to manufacturing-specific federated learning implementations."
ECDMAMDF,Exclude,E2,100,The abstract focuses on blockchain interoperability and consensus mechanisms with no mention of federated learning or manufacturing applications.
ECNJRHQL,Include,,95,"The abstract explicitly focuses on federated learning in Industrial Internet of Things (IIoT) radar sensing systems, which is a manufacturing-related application."
EDQ6USZQ,Exclude,E2,90,The abstract does not mention manufacturing as an application domain or discuss transferable models to manufacturing.
EJHWIXBV,Exclude,E5,100,The abstract explicitly states it is a literature review/survey without presenting original contributions or applied implementations of federated learning.
EJIL3HXT,Exclude,E5,100,The abstract explicitly describes a systematic literature review without presenting original research or applied implementation.
EJMPPEVT,Exclude,E5,100,The abstract explicitly describes a systematic review and bibliometric analysis without any original implementation of federated learning in manufacturing.
EKNC8YUK,Exclude,E2,100,"The abstract explicitly focuses on federated learning for battery fault detection in electric vehicles, which is outside the manufacturing industry scope."
ELLSEHQ3,Exclude,E2,100,"The abstract explicitly focuses on federated learning applications in healthcare (threat detection for medical IoT devices), with no mention of transferable models or concepts to manufacturing."
EP6L2QPG,Exclude,E5,100,The abstract explicitly describes a literature review/survey without original contributions or applied implementations.
EPND8XRG,Exclude,E2,100,"The abstract focuses on network security and DDoS attack detection in IoT ecosystems, with no mention of federated learning or manufacturing applications."
ERIDEXL9,Exclude,E2,100,"The abstract explicitly focuses on household appliance load monitoring (NALM), which is outside the manufacturing domain."
ETGXEBYM,Include,,95,"The abstract explicitly focuses on Industrial IoT (IIoT) and federated learning in manufacturing contexts, addressing data sharing incentives and model optimization for edge-assisted FL."
ETN7WE5L,Exclude,E5,100,The abstract explicitly states it is a survey reviewing state-of-the-art developments without presenting original research or applied implementation of federated learning.
EVRRST6T,Exclude,E2,95,"The abstract focuses on Industrial Cyber-Physical Systems (ICPS) and industrial IoT (IIoT), but the proposed approach is based on centralized GAN-based transfer learning rather than federated learning, and it does not explicitly discuss FL or decentralized model coordination in manufacturing."
EWSX2FX3,Include,,98,The abstract explicitly discusses federated learning in a manufacturing context (predictive maintenance for weld images).
EWXA67JA,Exclude,E2,100,The abstract focuses on network scheduling protocols (TSCH) for mobile IoT nodes and does not mention federated learning or manufacturing applications.
EZ867NNV,Exclude,E5,100,The abstract explicitly states it is a systematic literature review (SLR) without any original contribution or implementation of federated learning.
EZEV7YBG,Exclude,E5,100,The abstract explicitly states it is a literature review/survey without original empirical or applied contributions.
EZGJTZFU,Exclude,E2,100,"The abstract explicitly focuses on tobacco warehousing surveillance, which is outside the manufacturing industry scope."
EZJQ4MK9,Exclude,E2,100,"The abstract explicitly focuses on healthcare applications of federated learning (IoMT, ICU case studies), with no mention of manufacturing or transferable models to it."
EZM2MP9K,Exclude,E2,100,"The abstract explicitly focuses on intrusion detection systems (IDS) in cybersecurity, which is outside the manufacturing domain."
F22YC5TG,Exclude,E5,100,The abstract explicitly describes a literature review/survey without presenting original contributions or applied implementations of federated learning.
F32ZQXYI,Exclude,E2,100,"The abstract explicitly focuses on corporate bankruptcy prediction in finance, with no mention of manufacturing or transferable models to it."
F3J5WX5R,Exclude,E2,95,The abstract focuses on IoT security using blockchain-SDN frameworks with no mention of federated learning or manufacturing applications.
F3MJ38BP,Exclude,E2,100,The abstract focuses on cybersecurity threats in serverless financial ecosystems and does not mention federated learning or manufacturing applications.
F4JTSMSZ,Include,,95,The abstract describes a federated learning application in manufacturing (machining process planning and knowledge extraction).
F5L8QXC2,Exclude,E5,100,The abstract explicitly describes the paper as a systematic literature review without presenting original empirical or applied contributions.
F5NKKBTR,Exclude,E5,100,The abstract explicitly describes a bibliometric review/survey without introducing any original implementation or contribution to federated learning in manufacturing.
F6EHSW4S,Include,,100,The abstract explicitly discusses federated learning (FL) in an industrial context for anomaly detection using edge devices and deep neural networks.
F7IKEK3D,Include,,95,The abstract explicitly mentions applications in manufacturing as a key industry focus.
F7IXZZYV,Exclude,E2,100,"The abstract focuses on wireless mesh networks and traffic forecasting for 6G communication systems, which is outside the manufacturing domain."
F97WQG9V,Exclude,E2,95,The abstract focuses on cybersecurity for IIoT in manufacturing but does not mention federated learning or model sharing without centralizing data.
F98R4UDL,Exclude,E2,95,The abstract focuses on computation-offloading algorithms for Industrial IoT (IIoT) and edge computing but does not mention federated learning or its application in manufacturing.
F9JCUCK8,Include,,95,The abstract describes an applied implementation of federated learning in the context of Industrial Internet of Things (IIoT) networks within manufacturing cybersecurity.
FAUF3ZGI,Exclude,E2,100,"The abstract explicitly focuses on AI applications in biotechnology, genomics, medical imaging, and healthcare, with no mention of manufacturing or transferable models to that domain."
FBJTPYFX,Exclude,E5,100,The abstract explicitly describes a literature survey without original contributions or applied implementations.
FBM6CCWT,Exclude,E2,100,"The abstract focuses on vehicular ad hoc networks (VANETs) for intelligent transportation systems, which is outside the manufacturing domain."
FBSDXDMI,Exclude,E2,95,"The abstract focuses on cybersecurity risks and technological advancements (e.g., blockchain, TEEs) in Supply Chain Industry 4.0 but does not explicitly mention federated learning implementations or applications in manufacturing contexts."
FD9IS8P3,Include,,95,"The abstract explicitly focuses on federated or decentralized knowledge sharing in industrial IoT (IIoT) and Industry 4.0 contexts, which are core to manufacturing."
